Time,X(m),Y(m),Z(m)
2532,-3432833.81311377,5308632.51767909,2725647.90633574
2533,-3432934.6429056,5308621.70949893,2725542.35003955
2534,-3433035.47101514,5308610.89905685,2725436.79240794
2535,-3433136.2974854,5308600.08632557,2725331.23343989
2536,-3433237.12227325,5308589.27133269,2725225.673136
2537,-3433337.94493582,5308578.45407816,2725120.11205224
2538,-3433438.76648814,5308567.63447837,2725014.54907681
2539,-3433539.58640107,5308556.81258906,2724908.98476569
2540,-3433640.40410236,5308545.98849366,2724803.41967542
2541,-3433741.22130858,5308535.16194163,2724697.85213712
2542,-3433842.02072803,5308524.34325857,2724592.28381924
2543,-3433942.8341261,5308513.51218362,2724486.71416586
2544,-3434043.64526922,5308502.67893084,2724381.14373304
2545,-3434144.45534488,5308491.84330481,2724275.57140886
2546,-3434245.26378085,5308481.00538927,2724169.99774935
2547,-3434346.07004805,5308470.16524011,2724064.42331056
2548,-3434446.87516136,5308459.32277348,2723958.84698055
2549,-3434547.67925013,5308448.47790561,2723853.26875935
2550,-3434648.48112688,5308437.63083205,2723747.68975904
2551,-3434749.28136372,5308426.78146899,2723642.10942365
2552,-3434850.06438595,5308415.93989384,2723536.52775379
2553,-3434950.86138602,5308405.08592415,2723430.94474842
2554,-3435051.6561308,5308394.22977677,2723325.36096418
2555,-3435152.44980761,5308383.37125601,2723219.77528903
2556,-3435253.24184431,5308372.51044574,2723114.18827907
2557,-3435354.03228397,5308361.64731806,2723008.59993435
2558,-3435454.82104029,5308350.78192879,2722903.01025492
2559,-3435555.60815636,5308339.91425003,2722797.41924083
2560,-3435656.393589,5308329.04430968,2722691.82689213
2561,-3435757.17742444,5308318.17205192,2722586.23320888
2562,-3435857.94408827,5308307.30755742,2722480.63819113
2563,-3435958.72468609,5308296.43069303,2722375.04183893
2564,-3436059.50298515,5308285.55167902,2722269.44470845
2565,-3436160.28083088,5308274.67017954,2722163.84513138
2566,-3436261.05646405,5308263.78647459,2722058.24477613
2567,-3436361.82992778,5308252.90053627,2721952.64364278
2568,-3436462.60227978,5308242.01225203,2721847.04061965
2569,-3436563.37299106,5308231.1216786,2721741.43626184
2570,-3436664.14206163,5308220.22881568,2721635.83056994
2571,-3436764.89391734,5308209.3437466,2721530.223544
2572,-3436865.65970638,5308198.44630499,2721424.61518407
2573,-3436966.42446966,5308187.54646181,2721319.00493403
2574,-3437067.18583314,5308176.64460919,2721213.39501921
2575,-3437167.94669954,5308165.74029911,2721107.78265764
2576,-3437268.70588182,5308154.83372747,2721002.1689623
2577,-3437369.46293746,5308143.92489466,2720896.55448944
2578,-3437470.21888082,5308133.01371612,2720790.93812671
2579,-3437570.97322623,5308122.10022015,2720685.32043035
2580,-3437671.72588735,5308111.18446263,2720579.70140042
2581,-3437772.46186225,5308100.27644562,2720474.08048073
2582,-3437873.21124099,5308089.35610941,2720368.45878381
2583,-3437973.9590216,5308078.43345576,2720262.83575347
2584,-3438074.70511777,5308067.50854057,2720157.21138977
2585,-3438175.44904389,5308056.58139224,2720051.58624902
2586,-3438276.19181422,5308045.65192572,2719945.95921929
2587,-3438376.93245754,5308034.72019845,2719840.33141209
2588,-3438477.67198806,5308023.78612533,2719734.70171546
2589,-3438578.41044885,5308012.84967839,2719629.07012943
2590,-3438679.14669628,5308001.9110263,2719523.43776664
2591,-3438779.86572865,5307990.98017397,2719417.80407084
2592,-3438880.59873599,5307980.03691525,2719312.16904209
2593,-3438981.33001537,5307969.09142295,2719206.53268044
2594,-3439082.05969615,5307958.14361321,2719100.89498595
2595,-3439182.78720654,5307947.19357046,2718995.256515
2596,-3439283.5135606,5307936.24120972,2718889.61615498
2597,-3439384.23835907,5307925.2865036,2718783.97446227
2598,-3439484.96147251,5307914.32953595,2718678.33143691
2599,-3439585.68298713,5307903.37025086,2718572.68707897
2600,-3439686.40281663,5307892.40870426,2718467.04138849
2601,-3439787.10538783,5307881.45498833,2718361.39436553
2602,-3439887.8219764,5307870.4888351,2718255.74601013
2603,-3439988.53687976,5307859.52042004,2718150.0963229
2604,-3440089.25014092,5307848.54971581,2718044.44530279
2605,-3440189.96175988,5307837.5767221,2717938.79295041
2606,-3440290.67173659,5307826.60143891,2717833.1392658
2607,-3440391.37949939,5307815.62395082,2717727.48480544
2608,-3440492.08561992,5307804.64417297,2717621.82901351
2609,-3440592.79071281,5307793.66199342,2717516.17133255
2610,-3440693.47854731,5307782.68764723,2717410.51231957
2611,-3440794.18031224,5307771.70091699,2717304.85197462
2612,-3440894.88043466,5307760.71189728,2717199.19029777
2613,-3440995.57948614,5307749.72050344,2717093.52673258
2614,-3441096.27632344,5307738.72690476,2716987.86239203
2615,-3441196.97098968,5307727.73107332,2716882.19727621
2616,-3441297.6645417,5307716.73289572,2716776.53027221
2617,-3441398.35583633,5307705.73254131,2716670.86249304
2618,-3441499.04610289,5307694.72978477,2716565.19282578
2619,-3441599.73476982,5307683.7247108,2716459.52182697
2620,-3441700.40622142,5307672.72744486,2716353.84949721
2621,-3441801.0920879,5307661.71776343,2716248.17527893
2622,-3441901.77578307,5307650.7058493,2716142.50028576
2623,-3442002.45783528,5307639.6916457,2716036.82396125
2624,-3442103.13824449,5307628.67515263,2715931.14630545
2625,-3442203.81705379,5307617.65634213,2715825.4673184
2626,-3442304.49360538,5307606.63535494,2715719.78755672
2627,-3442405.16851386,5307595.61207831,2715614.10646392
2628,-3442505.84235065,5307584.58642741,2715508.42348347
2629,-3442606.5151588,5307573.5583742,2715402.73861542
2630,-3442707.1701369,5307562.53824513,2715297.05297294
2631,-3442807.83904393,5307551.50572611,2715191.36599954
2632,-3442908.50630762,5307540.47091762,2715085.67769526
2633,-3443009.17188479,5307529.43384766,2714979.98806015
2634,-3443109.83586167,5307518.39446025,2714874.29709427
2635,-3443210.49823821,5307507.3527554,2714768.60479766
2636,-3443311.15835672,5307496.30887402,2714662.911727
2637,-3443411.81740311,5307485.26261793,2714557.21676965
2638,-3443512.47480586,5307474.21407269,2714451.52048118
2639,-3443613.11499307,5307463.17334143,2714345.8228622
2640,-3443713.76915167,5307452.12018957,2714240.12391276
2641,-3443814.42162341,5307441.06477625,2714134.4236329
2642,-3443915.07245138,5307430.00707347,2714028.72202268
2643,-3444015.72106427,5307418.94716596,2713923.01963936
2644,-3444116.36860459,5307407.88488428,2713817.31536858
2645,-3444217.01511546,5307396.82020009,2713711.6092109
2646,-3444317.65875351,5307385.75345255,2713605.90283645
2647,-3444418.30079073,5307374.68438758,2713500.19513191
2648,-3444518.94175524,5307363.61294809,2713394.48554062
2649,-3444619.5655041,5307352.54932553,2713288.77461933
2650,-3444720.2032236,5307341.47327943,2713183.06236809
2651,-3444820.83925582,5307330.39497187,2713077.34878696
2652,-3444921.47364386,5307319.31437486,2712971.63387598
2653,-3445022.10695889,5307308.23140324,2712865.91707847
2654,-3445122.7380584,5307297.14622731,2712760.19950796
2655,-3445223.36755679,5307286.05873362,2712654.4806083
2656,-3445323.9942252,5307274.96914919,2712548.76149199
2657,-3445424.6204348,5307263.87707694,2712443.03993258
2658,-3445525.24487054,5307252.78279924,2712337.31704363
2659,-3445625.85221995,5307241.69625743,2712231.59282521
2660,-3445726.47349611,5307230.59731712,2712125.86727736
2661,-3445827.09365574,5307219.4960301,2712020.13984332
2662,-3445927.71155645,5307208.39256689,2711914.41163676
2663,-3446028.32785563,5307197.28678624,2711808.68210092
2664,-3446128.94251012,5307186.17871613,2711702.95123586
2665,-3446229.555563,5307175.06832858,2711597.21904163
2666,-3446330.16635684,5307163.95576491,2711491.48607512
2667,-3446430.775549,5307152.84088382,2711385.75177955
2668,-3446531.3836243,5307141.72365596,2711280.01559813
2669,-3446631.97501172,5307130.61419359,2711174.2775309
2670,-3446732.57984031,5307119.49235912,2711068.5386916
2671,-3446833.18298081,5307108.36826291,2710962.79852398
2672,-3446933.78451937,5307097.24184955,2710857.05702702
2673,-3447034.38432658,5307086.11320278,2710751.3142013
2674,-3447134.98253181,5307074.98223855,2710645.57004687
2675,-3447235.57909187,5307063.84898489,2710539.82456379
2676,-3447336.17400673,5307052.71344178,2710434.07775211
2677,-3447436.76617746,5307041.57575185,2710328.33072626
2678,-3447537.34218803,5307030.44577287,2710222.58125755
2679,-3447637.93216707,5307019.30336177,2710116.83046039
2680,-3447738.52054386,5307008.15863321,2710011.07833484
2681,-3447839.10723211,5306997.01164324,2709905.32488095
2682,-3447939.69231803,5306985.86233581,2709799.57009877
2683,-3448040.27571532,5306974.71076697,2709693.81398835
2684,-3448140.85746705,5306963.5569087,2709588.05654975
2685,-3448241.43814417,5306952.40067541,2709482.29722605
2686,-3448342.01599061,5306941.24235187,2709376.5376882
2687,-3448442.59227766,5306930.08168286,2709270.77682233
2688,-3448543.1518765,5306918.92878477,2709165.0140715
2689,-3448643.72539998,5306907.76347932,2709059.2499933
2690,-3448744.29727761,5306896.59588476,2708953.48458667
2691,-3448844.86750941,5306885.42600077,2708847.71785223
2692,-3448945.43613845,5306874.25379931,2708741.94979001
2693,-3449046.00364932,5306863.07925078,2708636.17984304
2694,-3449146.56894333,5306851.90249849,2708530.40912543
2695,-3449247.13259133,5306840.72345677,2708424.6370802
2696,-3449347.69402242,5306829.54221133,2708318.86426446
2697,-3449448.25385057,5306818.35864846,2708213.09012121
2698,-3449548.79699033,5306807.18285933,2708107.31409345
2699,-3449649.35401079,5306795.99468826,2708001.53673829
2700,-3449749.91004212,5306784.80408592,2707895.7574987
2701,-3449850.46381322,5306773.61130795,2707789.97748887
2702,-3449951.01598115,5306762.41621252,2707684.19615179
2703,-3450051.56641646,5306751.21888374,2707578.41348751
2704,-3450152.11524853,5306740.0192375,2707472.62949607
2705,-3450252.6624342,5306728.81730153,2707366.84417808
2706,-3450353.20740258,5306717.61316229,2707261.05808962
2707,-3450453.75133835,5306706.40661975,2707155.27011706
2708,-3450554.27801478,5306695.20793964,2707049.48081755
2709,-3450654.8186143,5306683.99684661,2706943.69019115
2710,-3450755.35756718,5306672.78346415,2706837.89823792
2711,-3450855.89430269,5306661.56787787,2706732.10551559
2712,-3450956.43000528,5306650.34988855,2706626.31090884
2713,-3451056.96401799,5306639.12963785,2706520.5149754
2714,-3451157.49638387,5306627.90709774,2706414.71771534
2715,-3451258.02705978,5306616.68229625,2706308.91912869
2716,-3451358.55556123,5306605.45526328,2706203.11977271
2717,-3451459.06807401,5306594.23583931,2706097.31797587
2718,-3451559.59328159,5306583.00422782,2705991.515967
2719,-3451660.11736969,5306571.770269,2705885.71207456
2720,-3451760.63985386,5306560.5339927,2705779.90685581
2721,-3451861.16069092,5306549.295427,2705674.10031078
2722,-3451961.67992395,5306538.05454383,2705568.29243954
2723,-3452062.19746672,5306526.81139899,2705462.48324268
2724,-3452162.71336219,5306515.56596506,2705356.67271916
2725,-3452263.228181,5306504.31815562,2705250.86031233
2726,-3452363.74021128,5306493.06822895,2705145.04769399
2727,-3452464.2356389,5306481.82602813,2705039.23319244
2728,-3452564.74437447,5306470.57152298,2704933.41792226
2729,-3452665.25203318,5306459.31464231,2704827.60076896
2730,-3452765.7580444,5306448.05547223,2704721.78228986
2731,-3452866.26236497,5306436.7940408,2704615.962485
2732,-3452966.76569476,5306425.53017767,2704510.14079716
2733,-3453067.26676325,5306414.26413937,2704404.31834096
2734,-3453167.76622721,5306402.99578359,2704298.49455916
2735,-3453268.26395722,5306391.72519454,2704192.66945182
2736,-3453368.75951211,5306380.45237425,2704086.84357631
2737,-3453469.23846416,5306369.18728262,2703981.01581805
2738,-3453569.73072348,5306357.90988386,2703875.18729174
2739,-3453670.22190545,5306346.63010946,2703769.35688276
2740,-3453770.71201002,5306335.34795907,2703663.5245917
2741,-3453871.19989611,5306324.06360585,2703557.6915322
2742,-3453971.68617733,5306312.77693517,2703451.85714752
2743,-3454072.17072425,5306301.48803122,2703346.02143771
2744,-3454172.65370935,5306290.19678174,2703240.18440283
2745,-3454273.13443282,5306278.90335697,2703134.34660085
2746,-3454373.61350809,5306267.60764313,2703028.50747338
2747,-3454474.07593723,5306256.31968886,2702922.66646359
2748,-3454574.55228651,5306245.01931018,2702816.82412894
2749,-3454675.02698749,5306233.71664212,2702710.98046947
2750,-3454775.50004015,5306222.41168465,2702605.13548523
2751,-3454875.97144443,5306211.1044378,2702499.28917629
2752,-3454976.44124341,5306199.79487347,2702393.44154268
2753,-3455076.90935081,5306188.48304783,2702287.59258446
2754,-3455177.37585283,5306177.16890471,2702181.74230168
2755,-3455277.84066319,5306165.85250029,2702075.8906944
2756,-3455378.28821376,5306154.54397251,2701970.03776267
2757,-3455478.74977005,5306143.22296152,2701864.18350653
2758,-3455579.20963459,5306131.89968892,2701758.32792659
2759,-3455679.66723693,5306120.57424184,2701652.47157929
2760,-3455780.12384709,5306109.2463627,2701546.61335027
2761,-3455880.5787222,5306097.91625034,2701440.75379705
2762,-3455981.03203472,5306086.58379242,2701334.89291969
2763,-3456081.48365523,5306075.2490732,2701229.03071824
2764,-3456181.93424021,5306063.91194993,2701123.16663523
2765,-3456282.38256282,5306052.57265193,2701017.30178575
2766,-3456382.81305531,5306041.24132015,2700911.43616987
2767,-3456483.25812302,5306029.8974156,2700805.56867257
2768,-3456583.70149851,5306018.55124976,2700699.69985145
2769,-3456684.14269777,5306007.2028531,2700593.8302641
2770,-3456784.58277496,5305995.85210852,2700487.95879547
2771,-3456885.02111668,5305984.49913074,2700382.08600317
2772,-3456985.4585087,5305973.1436926,2700276.21132967
2773,-3457085.89363809,5305961.78607986,2700170.33589017
2774,-3457186.3271613,5305950.42614934,2700064.45912769
2775,-3457286.75842178,5305939.06404458,2699958.58159879
2776,-3457387.17299249,5305927.70973567,2699852.70218889
2777,-3457487.6015674,5305916.34293763,2699746.82145563
2778,-3457588.02844967,5305904.97387831,2699640.93939905
2779,-3457688.45258528,5305893.60267477,2699535.057135
2780,-3457788.87616841,5305882.22903674,2699429.17243197
2781,-3457889.29867201,5305870.85302252,2699323.28584814
2782,-3457989.71895579,5305859.47480572,2699217.39849884
2783,-3458090.13758986,5305848.09429955,2699111.50982649
2784,-3458190.55457415,5305836.71150402,2699005.61983113
2785,-3458290.96933855,5305825.32650596,2698899.72907049
2786,-3458391.36749924,5305813.94925038,2698793.8364293
2787,-3458491.779534,5305802.55958704,2698687.94246526
2788,-3458592.19044577,5305791.16757554,2698582.04662073
2789,-3458692.59922373,5305779.77330534,2698476.15001115
2790,-3458793.00573851,5305768.37686081,2698370.25263658
2791,-3458893.41117327,5305756.97804,2698264.35338167
2792,-3458993.81495798,5305745.57692951,2698158.45280472
2793,-3459094.21709248,5305734.17352997,2698052.5509047
2794,-3459194.61761991,5305722.76781295,2697946.64768219
2795,-3459295.00031723,5305711.37007111,2697840.74369499
2796,-3459395.39807106,5305699.95971678,2697734.83726994
2797,-3459495.79360457,5305688.54716008,2697628.9300803
2798,-3459596.18748773,5305677.13231402,2697523.02156838
2799,-3459696.5797636,5305665.71515048,2697417.11173423
2800,-3459796.96973283,5305654.29584087,2697311.20113569
2801,-3459897.35866466,5305642.87412674,2697205.28865727
2802,-3459997.74594595,5305631.45012325,2697099.37485678
2803,-3460098.13157668,5305620.0238304,2696993.45973427
2804,-3460198.51616982,5305608.59513297,2696887.542732
2805,-3460298.88236293,5305597.17450091,2696781.62552342
2806,-3460399.26304172,5305585.74134028,2696675.70643518
2807,-3460499.64206976,5305574.30589031,2696569.78602513
2808,-3460600.01944707,5305562.86815067,2696463.86429387
2809,-3460700.39521663,5305551.42809386,2696357.94124036
2810,-3460800.76872234,5305539.985863,2696252.01742304
2811,-3460901.14114701,5305528.54125561,2696146.09172628
2812,-3461001.51244745,5305517.09429981,2696040.16415012
2813,-3461101.88100038,5305505.64520063,2695934.23636872
2814,-3461202.24851519,5305494.19369706,2695828.30670748
2815,-3461302.598243,5305482.75014673,2695722.37628272
2816,-3461402.96236942,5305471.29412104,2695616.44397875
2817,-3461503.32488778,5305459.83577787,2695510.51035349
2818,-3461603.68575494,5305448.37514535,2695404.57540699
2819,-3461704.04501398,5305436.91219535,2695298.63913932
2820,-3461804.4025786,5305425.44698414,2695192.7015505
2821,-3461904.75849189,5305413.97948359,2695086.76264061
2822,-3462005.11275381,5305402.50969369,2694980.82240968
2823,-3462105.46536432,5305391.03761444,2694874.88085778
2824,-3462205.80075757,5305379.57340384,2694768.93798495
2825,-3462306.14953854,5305368.09680544,2694662.9943492
2826,-3462406.49719463,5305356.61785816,2694557.04883523
2827,-3462506.84319909,5305345.13662186,2694451.10199994
2828,-3462607.18807851,5305333.65303694,2694345.15328597
2829,-3462707.53082278,5305322.16719381,2694239.2038093
2830,-3462807.87187223,5305310.67908947,2694133.253012
2831,-3462908.21070024,5305299.18878325,2694027.30145214
2832,-3463008.54848925,5305287.6960721,2693921.34801379
2833,-3463108.8845402,5305276.20112791,2693815.39325497
2834,-3463209.20341693,5305264.71402717,2693709.43717575
2835,-3463309.53568071,5305253.21453581,2693603.48033419
2836,-3463409.86738868,5305241.71260826,2693497.5210563
2837,-3463510.196875,5305230.20847888,2693391.56101617
2838,-3463610.52470928,5305218.70206018,2693285.59965584
2839,-3463710.85093458,5305207.19332398,2693179.63697537
2840,-3463811.17546463,5305195.6823266,2693073.67297481
2841,-3463911.49777292,5305184.16912747,2692967.70821225
2842,-3464011.81899858,5305172.65355144,2692861.74157165
2843,-3464112.13857204,5305161.13568578,2692755.77361166
2844,-3464212.44145447,5305149.62563551,2692649.80377317
2845,-3464312.75719682,5305138.10325126,2692543.83373099
2846,-3464413.07181323,5305126.57851822,2692437.86181095
2847,-3464513.38425084,5305115.05155504,2692331.88912982
2848,-3464613.69551924,5305103.52227152,2692225.91457038
2849,-3464714.00522136,5305091.99064235,2692119.93869131
2850,-3464814.31322781,5305080.45675202,2692013.96149266
2851,-3464914.61905528,5305068.92063192,2691907.98353261
2852,-3465014.92432599,5305057.38207524,2691802.00313684
2853,-3465115.22733141,5305045.8413451,2691696.02197978
2854,-3465215.51316244,5305034.3084643,2691590.03950335
2855,-3465315.81237917,5305022.76318725,2691484.05626576
2856,-3465416.11046944,5305011.2155613,2691378.07115075
2857,-3465516.40690687,5304999.66564603,2691272.08471654
2858,-3465616.70169141,5304988.11344144,2691166.09696316
2859,-3465716.99482301,5304976.55894754,2691060.10789067
2860,-3465817.2868711,5304965.00207619,2690954.11694149
2861,-3465917.5761704,5304953.4430633,2690848.12578914
2862,-3466017.86434294,5304941.88170145,2690742.13275964
2863,-3466118.13525479,5304930.32824792,2690636.13841124
2864,-3466218.42016424,5304918.76227957,2690530.14274399
2865,-3466318.702808,5304907.19413795,2690424.14631617
2866,-3466418.98436792,5304895.62361916,2690318.14801139
2867,-3466519.26431769,5304884.05078288,2690212.14838791
2868,-3466619.54314038,5304872.47559754,2690106.14688755
2869,-3466719.81969723,5304860.89823897,2690000.14462684
2870,-3466820.09464381,5304849.31856292,2689894.14104759
2871,-3466920.36798005,5304837.73656939,2689788.13614986
2872,-3467020.63905038,5304826.1524027,2689682.13049196
2873,-3467120.89347238,5304814.57603115,2689576.12295742
2874,-3467221.16180498,5304802.98719818,2689470.11410455
2875,-3467321.42791469,5304791.39616392,2689364.1044917
2876,-3467421.69350932,5304779.80266433,2689258.09244403
2877,-3467521.95692413,5304768.20693496,2689152.07963703
2878,-3467622.21864203,5304756.60894477,2689046.06551136
2879,-3467722.47870617,5304745.00866529,2688940.05006762
2880,-3467822.73711649,5304733.4060965,2688834.03330586
2881,-3467922.99334686,5304721.80129801,2688728.01578502
2882,-3468023.24783708,5304710.19426693,2688621.99694574
2883,-3468123.48576502,5304698.59497743,2688515.97623025
2884,-3468223.73755968,5304686.98325176,2688409.95419696
2885,-3468323.98765721,5304675.36926499,2688303.93084591
2886,-3468424.23614377,5304663.75296073,2688197.90617715
2887,-3468524.48301933,5304652.13433899,2688091.88019074
2888,-3468624.72819762,5304640.51345615,2687985.85288673
2889,-3468724.97172171,5304628.890284,2687879.82426516
2890,-3468825.21359156,5304617.26482257,2687773.7943261
2891,-3468925.45385025,5304605.63704365,2687667.76306959
2892,-3469025.69241149,5304594.00700363,2687561.73049569
2893,-3469125.91375491,5304582.38485261,2687455.69660445
2894,-3469226.14843829,5304570.75032256,2687349.66195433
2895,-3469326.38203639,5304559.11341467,2687243.62542911
2896,-3469426.61397995,5304547.4742178,2687137.58758616
2897,-3469526.84431209,5304535.83270345,2687031.54842608
2898,-3469627.07290343,5304524.1889562,2686925.50794891
2899,-3469727.29988325,5304512.54289147,2686819.46615471
2900,-3469827.52577749,5304500.89444912,2686713.42248506
2901,-3469927.74949105,5304489.24377761,2686607.37805695
2902,-3470027.95537456,5304477.6011143,2686501.33287043
2903,-3470128.17573552,5304465.94589273,2686395.28580863
2904,-3470228.39387261,5304454.28847026,2686289.23798855
2905,-3470328.61092388,5304442.62867014,2686183.18829327
2906,-3470428.82632023,5304430.96658074,2686077.13728131
2907,-3470529.04010473,5304419.30217385,2685971.08495274
2908,-3470629.25276012,5304407.63541745,2685865.03074909
2909,-3470729.46323457,5304395.96643199,2685758.97578744
2910,-3470829.67192461,5304384.29524187,2685652.91950933
2911,-3470929.8790889,5304372.62167755,2685546.86191537
2912,-3471030.06903517,5304360.95600813,2685440.80300449
2913,-3471130.27227701,5304349.27798257,2685334.74333587
2914,-3471230.47382049,5304337.59769597,2685228.68235102
2915,-3471330.67375186,5304325.9150916,2685122.62005052
2916,-3471430.87316572,5304314.23002122,2685016.5553162
2917,-3471531.07039837,5304302.54272188,2684910.48982434
2918,-3471631.2659325,5304290.85316148,2684804.42301645
2919,-3471731.45985427,5304279.16128359,2684698.35489256
2920,-3471831.65207742,5304267.46714466,2684592.28545273
2921,-3471931.84264503,5304255.77071645,2684486.21469702
2922,-3472032.01599459,5304244.08218579,2684380.14262547
2923,-3472132.20268215,5304232.38126797,2684274.06979676
2924,-3472232.38832601,5304220.67794405,2684167.9950937
2925,-3472332.57222795,5304208.97238731,2684061.91907496
2926,-3472432.75447412,5304197.2645413,2683955.8417406
2927,-3472532.93515072,5304185.55434959,2683849.76309065
2928,-3472633.11412836,5304173.84189683,2683743.68312519
2929,-3472733.29149327,5304162.12712628,2683637.6018448
2930,-3472833.46715911,5304150.41009501,2683531.51924844
2931,-3472933.64116897,5304138.69077447,2683425.43533672
2932,-3473033.7985295,5304126.97926568,2683319.34955099
2933,-3473133.96865855,5304115.25545566,2683213.26356738
2934,-3473234.13717463,5304103.52932819,2683107.17626857
2935,-3473334.30456025,5304091.80085093,2683001.0870959
2936,-3473434.47028968,5304080.07008441,2682894.99660812
2937,-3473534.6343629,5304068.33702864,2682788.90480529
2938,-3473634.79673674,5304056.60171184,2682682.81168746
2939,-3473734.9575405,5304044.86404933,2682576.71725467
2940,-3473835.11721352,5304033.12403695,2682470.62094824
2941,-3473935.25909962,5304021.39201655,2682364.52388569
2942,-3474035.41489112,5304009.64751479,2682258.42550836
2943,-3474135.56845746,5303997.90081268,2682152.32637504
2944,-3474235.72041042,5303986.1517931,2682046.22592704
2945,-3474335.87123244,5303974.40042331,2681940.12360619
2946,-3474436.02039782,5303962.64676459,2681834.0199702
2947,-3474536.16790656,5303950.89081662,2681727.91501968
2948,-3474636.31432726,5303939.13249045,2681621.80819587
2949,-3474736.45799709,5303927.37202439,2681515.70117577
2950,-3474836.60053565,5303915.60920868,2681409.59228195
2951,-3474936.72581283,5303903.85432732,2681303.4820738
2952,-3475036.86508087,5303892.08690518,2681197.37055138
2953,-3475137.00264891,5303880.31722204,2681091.25771473
2954,-3475237.13746593,5303868.54539947,2680985.14468159
2955,-3475337.27167696,5303856.77116612,2680879.02921666
2956,-3475437.40484266,5303844.99452623,2680772.91187881
2957,-3475537.5357827,5303833.21568615,2680666.7937858
2958,-3475637.66506565,5303821.43455683,2680560.67437881
2959,-3475737.79273455,5303809.65111003,2680454.55365792
2960,-3475837.91870316,5303797.86540224,2680348.43162317
2961,-3475938.02745342,5303786.08760348,2680242.3082746
2962,-3476038.15010756,5303774.29731752,2680136.18361228
2963,-3476138.27110443,5303762.50474201,2680030.05763681
2964,-3476238.3899185,5303750.70993848,2679923.93090604
2965,-3476338.50760058,5303738.91278483,2679817.80230277
2966,-3476438.62362521,5303727.11334195,2679711.67238596
2967,-3476538.73794925,5303715.31163809,2679605.54115564
2968,-3476638.85065888,5303703.50761675,2679499.40861189
2969,-3476738.96175404,5303691.70127793,2679393.27475474
2970,-3476839.07114849,5303679.89267813,2679287.13958425
2971,-3476939.16332452,5303668.09199033,2679181.00310047
2972,-3477039.2699721,5303656.27872312,2679074.86474449
2973,-3477139.37439349,5303644.46325593,2678968.72563429
2974,-3477239.47606338,5303632.64564983,2678862.58632891
2975,-3477339.57716919,5303620.82560422,2678756.44459251
2976,-3477439.67661714,5303609.00326939,2678650.30154308
2977,-3477539.77440719,5303597.17864534,2678544.15718067
2978,-3477639.87053929,5303585.35173207,2678438.01150534
2979,-3477739.96558178,5303573.52244023,2678331.86395812
2980,-3477840.04288055,5303561.70112379,2678225.71565764
2981,-3477940.13403858,5303549.86734314,2678119.56604384
2982,-3478040.22353851,5303538.03127328,2678013.41511733
2983,-3478140.31076888,5303526.19303156,2677907.26343773
2984,-3478240.3958589,5303514.35253384,2677801.11100404
2985,-3478340.48038425,5303502.50959638,2677694.95613972
2986,-3478440.56325132,5303490.6643697,2677588.79996288
2987,-3478540.64446007,5303478.81685381,2677482.64247358
2988,-3478640.72457874,5303466.96695924,2677376.48311281
2989,-3478740.8025138,5303455.11483664,2677270.32299876
2990,-3478840.8631872,5303443.2706599,2677164.1615724
2991,-3478940.93776226,5303431.41398745,2677057.99883379
2992,-3479041.01067878,5303419.55502579,2676951.83478299
2993,-3479141.08193671,5303407.69377493,2676845.66942005
2994,-3479241.1510109,5303395.83029612,2676739.50330413
2995,-3479341.21834023,5303383.96458469,2676633.33587618
2996,-3479441.28523353,5303372.0963484,2676527.166018
2997,-3479541.34981365,5303360.22596901,2676420.99540701
2998,-3479641.41277813,5303348.35327183,2676314.82348468
2999,-3479741.47412684,5303336.47825747,2676208.65024996
3000,-3479841.51821381,5303324.61119193,2676102.47570348
