Time,X(m),Y(m),Z(m)
1034,-3279976.91690633,5322251.05857886,2882242.32194537
1035,-3280080.15408042,5322243.67999428,2882138.82459169
1036,-3280183.389723,5322236.299094,2882035.32582536
1037,-3280286.62316248,5322228.91599572,2881931.82619148
1038,-3280389.85561218,5322221.53054402,2881828.32459996
1039,-3280493.08648699,5322214.14280327,2881724.82159593
1040,-3280596.31461686,5322206.75290203,2881621.31827016
1041,-3280699.54234179,5322199.36058322,2881517.81244127
1042,-3280802.76907672,5322191.96591088,2881414.3046549
1043,-3280905.97807976,5322184.57861303,2881310.79600185
1044,-3281009.20103627,5322177.17945401,2881207.28593601
1045,-3281112.4224609,5322169.77797928,2881103.77445797
1046,-3281215.64235358,5322162.37418882,2881000.26156776
1047,-3281318.86004282,5322154.9682005,2880896.74781058
1048,-3281422.07674175,5322147.55985861,2880793.23209621
1049,-3281525.29186536,5322140.14922766,2880689.71496983
1050,-3281628.50545686,5322132.73628099,2880586.19643149
1051,-3281731.71742971,5322125.32107192,2880482.67648125
1052,-3281834.9122122,5322117.91320258,2880379.15511915
1053,-3281938.12103411,5322110.4934157,2880275.63234524
1054,-3282041.32828049,5322103.07133975,2880172.10815958
1055,-3282144.53395129,5322095.64697474,2880068.58256222
1056,-3282247.73804646,5322088.22032067,2879965.0555532
1057,-3282350.94056597,5322080.79137753,2879861.52713258
1058,-3282454.14150975,5322073.36014532,2879757.99730041
1059,-3282557.34087779,5322065.92662405,2879654.46605673
1060,-3282660.53812845,5322058.49085142,2879550.93394739
1061,-3282763.73434485,5322051.05275202,2879447.39988087
1062,-3282866.91337068,5322043.62199536,2879343.86440301
1063,-3282970.10643528,5322036.17931812,2879240.32751384
1064,-3283073.29792391,5322028.73435181,2879136.78921343
1065,-3283176.48783652,5322021.28709642,2879033.24950183
1066,-3283279.67680114,5322013.83746051,2878929.70783378
1067,-3283382.86356157,5322006.38562696,2878826.16529992
1068,-3283486.04820432,5321998.93154244,2878722.62190033
1069,-3283589.23172592,5321991.47518412,2878619.07654444
1070,-3283692.41321627,5321984.01652149,2878515.53032293
1071,-3283795.59367187,5321976.55553165,2878411.98214521
1072,-3283898.75693668,5321969.10188758,2878308.43255665
1073,-3284001.93423962,5321961.63631988,2878204.8815573
1074,-3284105.10996618,5321954.16846279,2878101.32914774
1075,-3284208.28411625,5321946.69831693,2877997.77532697
1076,-3284311.45673307,5321939.22585529,2877894.22009555
1077,-3284414.62773011,5321931.75113125,2877790.66345354
1078,-3284517.79660913,5321924.27415605,2877687.10594691
1079,-3284620.96445296,5321916.79485385,2877583.54648388
1080,-3284724.13013542,5321909.31332751,2877479.98615582
1081,-3284827.27921161,5321901.83908471,2877376.42387198
1082,-3284930.44291001,5321894.35285058,2877272.8596324
1083,-3285033.60449016,5321886.86436563,2877169.29452794
1084,-3285136.76436372,5321879.37367167,2877065.72801324
1085,-3285239.92279014,5321871.88060853,2876962.16008836
1086,-3285343.07959638,5321864.38528299,2876858.59075335
1087,-3285446.23482565,5321856.88766835,2876755.02000826
1088,-3285549.38793652,5321849.38780297,2876651.44839859
1089,-3285652.5400117,5321841.88561015,2876547.8748335
1090,-3285755.69050978,5321834.38112823,2876444.29985848
1091,-3285858.82381667,5321826.8839978,2876340.72347358
1092,-3285961.97116043,5321819.37493799,2876237.14567885
1093,-3286065.1169702,5321811.86356236,2876133.56647435
1094,-3286168.26115948,5321804.34992403,2876029.98586066
1095,-3286271.40377139,5321796.8339969,2875926.40383675
1096,-3286374.54480594,5321789.31578067,2875822.82040322
1097,-3286477.68421983,5321781.79530204,2875719.23556012
1098,-3286580.8227273,5321774.2724157,2875615.64876197
1099,-3286683.95844494,5321766.74739733,2875512.0616454
1100,-3286787.09258506,5321759.22008988,2875408.47311943
1101,-3286890.2101183,5321751.70007174,2875304.88263855
1102,-3286993.34168775,5321744.16812117,2875201.29074834
1103,-3287096.47172279,5321736.63385477,2875097.69744887
1104,-3287199.60013685,5321729.09732598,2874994.10274019
1105,-3287302.72697316,5321721.55850807,2874890.50662233
1106,-3287405.85281614,5321714.01733576,2874786.90854977
1107,-3287508.97649679,5321706.47393961,2874683.30961373
1108,-3287612.09805837,5321698.92829262,2874579.70981481
1109,-3287715.2179555,5321691.38041029,2874476.10860639
1110,-3287818.33631792,5321683.83021215,2874372.50598909
1111,-3287921.43811641,5321676.28727948,2874268.90141731
1112,-3288024.55390726,5321668.73243776,2874165.29543724
1113,-3288127.66811995,5321661.17530723,2874061.6880479
1114,-3288230.7813389,5321653.61582219,2873958.07870418
1115,-3288333.89239525,5321646.05411341,2873854.46849745
1116,-3288437.00187335,5321638.4901155,2873750.85688211
1117,-3288540.10977317,5321630.92382846,2873647.24385822
1118,-3288643.21613792,5321623.35522557,2873543.62942581
1119,-3288746.3197123,5321615.78449118,2873440.01467631
1120,-3288849.40726363,5321608.22098614,2873336.39742705
1121,-3288952.50884992,5321600.64554292,2873232.77876944
1122,-3289055.60944206,5321593.06774507,2873129.15815782
1123,-3289158.70791455,5321585.48769684,2873025.53668365
1124,-3289261.8047652,5321577.90538621,2872921.91380127
1125,-3289364.89999398,5321570.32081318,2872818.28951073
1126,-3289467.99368733,5321562.73392428,2872714.6638121
1127,-3289571.08580196,5321555.14474624,2872611.03670541
1128,-3289674.17638111,5321547.55325202,2872507.40819126
1129,-3289777.26416961,5321539.95962687,2872403.77936014
1130,-3289880.33651894,5321532.37316825,2872300.14748386
1131,-3289983.4223183,5321524.77483397,2872196.51474548
1132,-3290086.50653871,5321517.17421056,2872092.88059931
1133,-3290189.58922341,5321509.57127126,2871989.2450454
1134,-3290292.67028582,5321501.96606957,2871885.60808378
1135,-3290395.74976917,5321494.35857873,2871781.96971453
1136,-3290498.82767342,5321486.74879874,2871678.32993767
1137,-3290601.90395526,5321479.13675636,2871574.68875328
1138,-3290704.97932861,5321471.52230564,2871471.04561557
1139,-3290808.05191105,5321463.90572391,2871367.40216206
1140,-3290911.10734452,5321456.29648173,2871263.75730118
1141,-3291014.17730934,5321448.67528307,2871160.11048713
1142,-3291117.24573805,5321441.05176852,2871056.46226579
1143,-3291220.31204645,5321433.42600351,2870952.8131836
1144,-3291323.37731629,5321425.79791067,2870849.16214784
1145,-3291426.44100663,5321418.16752867,2870745.50970494
1146,-3291529.5037016,5321410.53479141,2870641.85530961
1147,-3291632.56423279,5321402.89983109,2870538.20005258
1148,-3291735.62322761,5321395.26255486,2870434.54338857
1149,-3291838.68001538,5321387.62308207,2870330.88586353
1150,-3291941.71961072,5321379.99097858,2870227.22693162
1151,-3292044.77382316,5321372.34686196,2870123.56604697
1152,-3292147.8264558,5321364.70045618,2870019.90375555
1153,-3292250.87755185,5321357.05173448,2869916.24005739
1154,-3292353.92756557,5321349.40071123,2869812.57440661
1155,-3292456.97550177,5321341.7474112,2869708.90789513
1156,-3292560.0217715,5321334.09187552,2869605.23997707
1157,-3292663.06650445,5321326.43402392,2869501.57065249
1158,-3292766.10970058,5321318.77385639,2869397.89992144
1159,-3292869.13507679,5321311.12115357,2869294.22832993
1160,-3292972.17448542,5321303.45650077,2869190.55533206
1161,-3293075.21289788,5321295.78949283,2869086.88038189
1162,-3293178.25031411,5321288.12012971,2868983.20347945
1163,-3293281.28560932,5321280.44851634,2868879.5257173
1164,-3293384.31928092,5321272.77464088,2868775.84654846
1165,-3293487.3514154,5321265.09844948,2868672.16597349
1166,-3293590.38188297,5321257.42002243,2868568.48399245
1167,-3293693.41081332,5321249.73927945,2868464.8006054
1168,-3293796.43816318,5321242.0562473,2868361.11581237
1169,-3293899.44777948,5321234.38062947,2868257.43015947
1170,-3294002.47192498,5321226.69304605,2868153.74255467
1171,-3294105.49453309,5321219.00314668,2868050.05354405
1172,-3294208.51556054,5321211.31095813,2867946.36312766
1173,-3294311.53505051,5321203.61645363,2867842.67130556
1174,-3294414.55291647,5321195.91968672,2867738.97807779
1175,-3294517.56924487,5321188.22060386,2867635.28344441
1176,-3294620.58394917,5321180.51925859,2867531.58740546
1177,-3294723.59648874,5321172.81569003,2867427.89050766
1178,-3294826.60857185,5321165.10972697,2867324.19111163
1179,-3294929.60238064,5321157.4112208,2867220.49140243
1180,-3295032.61080442,5321149.70069202,2867116.78974228
1181,-3295135.61702001,5321141.98796739,2867013.08722243
1182,-3295238.62215184,5321134.2729409,2866909.3827512
1183,-3295341.62583227,5321126.55554488,2866805.67687475
1184,-3295444.62788825,5321118.83588645,2866701.96959315
1185,-3295547.62840623,5321111.11391205,2866598.26090644
1186,-3295650.62788349,5321103.38960893,2866494.5502685
1187,-3295753.62519561,5321095.66308291,2866390.83877173
1188,-3295856.62092636,5321087.9342677,2866287.12587
1189,-3295959.59888005,5321080.21289988,2866183.41210958
1190,-3296062.5914912,5321072.47947981,2866079.69639811
1191,-3296165.58189384,5321064.74386371,2865975.97982804
1192,-3296268.5712987,5321057.00589205,2865872.26130703
1193,-3296371.55912197,5321049.2656312,2865768.54138132
1194,-3296474.54590411,5321041.52304152,2865664.81950472
1195,-3296577.53060731,5321033.77817546,2865561.09676974
1196,-3296680.51368555,5321026.03104699,2865457.37263023
1197,-3296783.49518206,5321018.28162901,2865353.64708675
1198,-3296886.45948507,5321010.53959509,2865249.9201383
1199,-3296989.43723422,5321002.7856658,2865146.19233173
1200,-3297092.41402842,5320995.02935404,2865042.46257454
1201,-3297195.38861376,5320987.27084639,2864938.73195935
1202,-3297298.36278448,5320979.50991651,2864834.99884734
1203,-3297401.3347895,5320971.74676393,2864731.26487743
1204,-3297504.30521245,5320963.98132215,2864627.52950338
1205,-3297607.27409653,5320956.21356436,2864523.79272524
1206,-3297710.24135521,5320948.44354416,2864420.05454307
1207,-3297813.20698845,5320940.67126155,2864316.3149569
1208,-3297916.15551452,5320932.90631209,2864212.5739668
1209,-3298019.1180265,5320925.12942456,2864108.83157281
1210,-3298122.0789994,5320917.35022101,2864005.08777498
1211,-3298225.03713628,5320909.56891482,2863901.34366664
1212,-3298327.99490117,5320901.78515968,2863797.59706131
1213,-3298430.95108359,5320893.99911532,2863693.8490523
1214,-3298533.90568351,5320886.21078174,2863590.09963966
1215,-3298636.85874417,5320878.42013183,2863486.34882397
1216,-3298739.81017896,5320870.62721983,2863382.59660422
1217,-3298842.76007437,5320862.83199179,2863278.84298098
1218,-3298945.69327295,5320855.04414041,2863175.08740791
1219,-3299048.63937619,5320847.24442777,2863071.33152428
1220,-3299151.58452347,5320839.44233237,2862967.57369092
1221,-3299254.52804468,5320831.63797456,2862863.81445427
1222,-3299357.46939954,5320823.8313943,2862760.05436085
1223,-3299460.40971179,5320816.02248488,2862656.29231782
1224,-3299563.34848433,5320808.21125941,2862552.52887166
1225,-3299666.28571714,5320800.3977179,2862448.76402243
1226,-3299769.22190715,5320792.58184715,2862344.99722371
1227,-3299872.15597386,5320784.76372717,2862241.22956847
1228,-3299975.07276001,5320776.95305361,2862137.46051032
1229,-3300078.00303379,5320769.13044916,2862033.6905958
1230,-3300180.93235107,5320761.30546181,2861929.91873196
1231,-3300283.86004191,5320753.47821174,2861826.1454659
1232,-3300386.785566,5320745.64873964,2861722.3713431
1233,-3300489.7106736,5320737.81684451,2861618.5947246
1234,-3300592.63361442,5320729.98272705,2861514.81725
1235,-3300695.55497182,5320722.14632036,2861411.03837284
1236,-3300798.47474576,5320714.30762443,2861307.25809316
1237,-3300901.37736869,5320706.47629716,2861203.47641102
1238,-3301004.29339224,5320698.63309004,2861099.69387303
1239,-3301107.20837233,5320690.78755355,2860995.90938613
1240,-3301210.12185529,5320682.93967415,2860892.12349691
1241,-3301313.03429466,5320675.08946533,2860788.33565885
1242,-3301415.94398363,5320667.23710131,2860684.54751176
1243,-3301518.85271543,5320659.38235419,2860580.75741591
1244,-3301621.75977693,5320651.5253715,2860476.96591796
1245,-3301724.66475779,5320643.66611266,2860373.17356511
1246,-3301827.56869481,5320635.80452466,2860269.37926311
1247,-3301930.45543736,5320627.95033515,2860165.58355915
1248,-3302033.35562319,5320620.08423608,2860061.78699993
1249,-3302136.25480834,5320612.21578035,2859957.98849276
1250,-3302239.15303589,5320604.34494171,2859854.1880366
1251,-3302342.04900958,5320596.47193462,2859750.38672533
1252,-3302444.94285909,5320588.5966786,2859646.58455904
1253,-3302547.83575092,5320580.71903935,2859542.78044443
1254,-3302650.72701526,5320572.83913768,2859438.97492822
1255,-3302753.61669532,5320564.95694677,2859335.16801047
1256,-3302856.50479106,5320557.0724666,2859231.35969122
1257,-3302959.37569212,5320549.19538795,2859127.54997052
1258,-3303062.26066234,5320541.30630273,2859023.73884843
1259,-3303165.14396162,5320533.41498195,2858919.926325
1260,-3303268.02576287,5320525.52131822,2858816.11240027
1261,-3303370.90593634,5320517.62539208,2858712.2970743
1262,-3303473.78456847,5320509.72714984,2858608.48034714
1263,-3303576.66098956,5320501.82671249,2858504.66276558
1264,-3303679.53636591,5320493.92394544,2858400.8432362
1265,-3303782.41078396,5320486.01879464,2858297.02175954
1266,-3303885.26746722,5320478.12108884,2858193.19942812
1267,-3303988.1380893,5320470.2114543,2858089.37569577
1268,-3304091.0066299,5320462.29954416,2857985.55110931
1269,-3304193.87412549,5320454.38530426,2857881.72457524
1270,-3304296.74003614,5320446.46877509,2857777.89664038
1271,-3304399.60436182,5320438.54995666,2857674.06730479
1272,-3304502.46714572,5320430.62882211,2857570.23656851
1273,-3304605.32830131,5320422.70542515,2857466.40443161
1274,-3304708.1878718,5320414.77973892,2857362.57089412
1275,-3304811.04585713,5320406.85176342,2857258.73595611
1276,-3304913.88664741,5320398.93119515,2857154.89961761
1277,-3305016.74146233,5320390.99864142,2857051.06187868
1278,-3305119.59415218,5320383.06383905,2856947.22328624
1279,-3305222.44521352,5320375.12677399,2856843.38329401
1280,-3305325.29522924,5320367.18737933,2856739.54135412
1281,-3305428.14370279,5320359.24566854,2856635.69801401
1282,-3305530.99121712,5320351.30157406,2856531.85272683
1283,-3305633.83593675,5320343.35535195,2856428.00713384
1284,-3305736.67965381,5320335.40677334,2856324.15959335
1285,-3305839.52178528,5320327.45590544,2856220.31065284
1286,-3305942.3467215,5320319.51244779,2856116.46031236
1287,-3306045.18568168,5320311.55700165,2856012.60857196
1288,-3306148.02251645,5320303.59930698,2855908.75597863
1289,-3306250.85888811,5320295.63921465,2855804.90089161
1290,-3306353.69309103,5320287.67690067,2855701.04495175
1291,-3306456.52570809,5320279.71229741,2855597.18761218
1292,-3306559.35673927,5320271.74540486,2855493.32887294
1293,-3306662.18560161,5320263.77629073,2855389.46928106
1294,-3306765.01346088,5320255.80481963,2855285.60774266
1295,-3306867.83973414,5320247.83105925,2855181.74480473
1296,-3306970.64881194,5320239.86471211,2855077.88046735
1297,-3307073.47249593,5320231.88630573,2854974.01418356
1298,-3307176.29347125,5320223.90571865,2854870.1475944
1299,-3307279.11340002,5320215.92280143,2854766.27905894
1300,-3307381.93174258,5320207.93759461,2854662.40912475
1301,-3307484.74849883,5320199.95009881,2854558.53779083
1302,-3307587.563712,5320191.96028684,2854454.66505774
1303,-3307690.37729556,5320183.96821246,2854350.79092555
1304,-3307793.18866665,5320175.9739435,2854246.91594135
1305,-3307895.98409422,5320167.98690107,2854143.03846405
1306,-3307998.79291844,5320159.98795912,2854039.16013484
1307,-3308101.60015612,5320151.98672787,2853935.28040674
1308,-3308204.40522444,5320143.98327521,2853831.39982686
1309,-3308307.20928892,5320135.97746539,2853727.5173011
1310,-3308410.01176673,5320127.96936627,2853623.6333766
1311,-3308512.81265782,5320119.95897785,2853519.74805341
1312,-3308615.6120054,5320111.94627325,2853415.86133155
1313,-3308718.40914023,5320103.93137388,2853311.97375876
1314,-3308821.20527093,5320095.91411758,2853208.08423978
1315,-3308923.9842058,5320087.90428024,2853104.1933223
1316,-3309026.7771627,5320079.88244565,2853000.30100638
1317,-3309129.56853263,5320071.85832175,2852896.40729206
1318,-3309232.35777612,5320063.83194936,2852792.51272709
1319,-3309335.14597198,5320055.80324687,2852688.61621614
1320,-3309437.9325375,5320047.77228197,2852584.71830696
1321,-3309540.71814178,5320039.73893283,2852480.81845241
1322,-3309643.50161942,5320031.70333551,2852376.91774689
1323,-3309746.2834666,5320023.66547579,2852273.01564328
1324,-3309849.06314385,5320015.62539485,2852169.11268883
1325,-3309951.82620772,5320007.59266781,2852065.20778921
1326,-3310054.60329297,5319999.54794048,2851961.30149165
1327,-3310157.3787908,5319991.50092384,2851857.3937962
1328,-3310260.15216181,5319983.45165913,2851753.48525015
1329,-3310362.9250673,5319975.39999573,2851649.57421187
1330,-3310465.69584589,5319967.34608425,2851545.66232307
1331,-3310568.46495042,5319959.28993728,2851441.7490366
1332,-3310671.2325538,5319951.23144718,2851337.8343525
1333,-3310773.99848304,5319943.17072158,2851233.91827082
1334,-3310876.76232851,5319935.10772075,2851130.00133941
1335,-3310979.50956029,5319927.05207701,2851026.08246273
1336,-3311082.27068306,5319918.98451069,2850922.16218863
1337,-3311185.03088699,5319910.91453298,2850818.23996985
1338,-3311287.7883812,5319902.84237555,2850714.31744834
1339,-3311390.54482679,5319894.76788746,2850610.39298226
1340,-3311493.29972764,5319886.69108313,2850506.46711896
1341,-3311596.05299724,5319878.6120164,2850402.53985848
1342,-3311698.80467878,5319870.53066035,2850298.61120088
1343,-3311801.55477221,5319862.44701498,2850194.68114622
1344,-3311904.28766925,5319854.37079729,2850090.74969454
1345,-3312007.03462961,5319846.28254666,2849986.81684589
1346,-3312109.77991527,5319838.19206053,2849882.88260031
1347,-3312212.52307347,5319830.09932624,2849778.94750578
1348,-3312315.26468658,5319822.00427605,2849675.01101391
1349,-3312418.0052073,5319813.90692198,2849571.07257791
1350,-3312520.74422608,5319805.80722474,2849467.1327452
1351,-3312623.48161318,5319797.7052651,2849363.19151582
1352,-3312726.21741183,5319789.60101582,2849259.24889037
1353,-3312828.9522043,5319781.49440907,2849155.3043204
1354,-3312931.66921777,5319773.39530145,2849051.35890134
1355,-3313034.39971151,5319765.28422634,2848947.41263324
1356,-3313137.12915574,5319757.17082035,2848843.46442131
1357,-3313239.85642889,5319749.05519355,2848739.51536047
1358,-3313342.58269567,5319740.93720891,2848635.56435589
1359,-3313445.30737365,5319732.81693494,2848531.61195505
1360,-3313548.03050603,5319724.6943447,2848427.65815801
1361,-3313650.75254539,5319716.56945043,2848323.70241734
1362,-3313753.47245671,5319708.44230844,2848219.74582804
1363,-3313856.19077907,5319700.31287712,2848115.78784268
1364,-3313958.89194787,5319692.19085256,2848011.82846132
1365,-3314061.60650988,5319684.05691148,2847907.86823152
1366,-3314164.32006511,5319675.92061246,2847803.90605831
1367,-3314267.0314489,5319667.78209274,2847699.94303678
1368,-3314369.74182584,5319659.64121474,2847595.97807248
1369,-3314472.45119579,5319651.49797904,2847492.01116437
1370,-3314575.15843741,5319643.35249573,2847388.04340809
1371,-3314677.86404648,5319635.20475,2847284.07425616
1372,-3314780.5680662,5319627.05471493,2847180.10370864
1373,-3314883.27045328,5319618.90241747,2847076.13176558
1374,-3314985.95572985,5319610.75750282,2846972.15842702
1375,-3315088.65444227,5319602.60064182,2846868.1842406
1376,-3315191.35210415,5319594.44144969,2846764.20811122
1377,-3315294.04813322,5319586.27999516,2846660.2305865
1378,-3315396.7426159,5319578.11622434,2846556.2516665
1379,-3315499.43550892,5319569.95016417,2846452.27135126
1380,-3315602.12685548,5319561.7817877,2846348.28964083
1381,-3315704.81598691,5319553.61121735,2846244.30708342
1382,-3315807.5041107,5319545.43828915,2846140.32258279
1383,-3315910.17503732,5319537.27280035,2846036.33668712
1384,-3316012.85998141,5319529.09529374,2845932.34939647
1385,-3316115.54396094,5319520.91540197,2845828.36016324
1386,-3316218.22514305,5319512.73338522,2845724.37063095
1387,-3316320.90473513,5319504.54907945,2845620.37970332
1388,-3316423.58331929,5319496.36241545,2845516.38683326
1389,-3316526.26027011,5319488.17348905,2845412.39256847
1390,-3316628.93571726,5319479.98221938,2845308.396909
1391,-3316731.60953098,5319471.78868731,2845204.39985491
1392,-3316834.28179773,5319463.59283893,2845100.40140624
1393,-3316936.93736271,5319455.4044179,2844996.40101535
1394,-3317039.60640566,5319447.20401804,2844892.39977768
1395,-3317142.27390148,5319439.00130187,2844788.39714559
1396,-3317244.93918162,5319430.79639231,2844684.39366685
1397,-3317347.60287134,5319422.58919342,2844580.38879381
1398,-3317450.26555262,5319414.37963615,2844476.38197878
1399,-3317552.92664337,5319406.16778952,2844372.37376953
1400,-3317655.58618677,5319397.95362657,2844268.36416611
1401,-3317758.24467833,5319389.73713213,2844164.35262081
1402,-3317860.90099722,5319381.5184174,2844060.3402292
1403,-3317963.5401186,5319373.30714778,2843956.32644411
1404,-3318066.19325607,5319365.08385462,2843852.31126452
1405,-3318168.84484598,5319356.85824512,2843748.29469103
1406,-3318271.49417664,5319348.63046934,2843644.27727147
1407,-3318374.14200291,5319340.40035028,2843540.25845812
1408,-3318476.78873374,5319332.16792665,2843436.2377032
1409,-3318579.43449878,5319323.9331175,2843332.21500676
1410,-3318682.07813411,5319315.69606117,2843228.19146447
1411,-3318784.72013515,5319307.45674245,2843124.16652858
1412,-3318887.36058834,5319299.21510738,2843020.14019913
1413,-3318989.98375732,5319290.98097469,2842916.11247618
1414,-3319092.62098498,5319282.73478815,2842812.08335978
1415,-3319195.25608281,5319274.48635422,2842708.05339837
1416,-3319297.88954613,5319266.23565821,2842604.02204309
1417,-3319400.52204324,5319257.9825766,2842499.98874665
1418,-3319503.15286254,5319249.72725958,2842395.95405695
1419,-3319605.78209044,5319241.46965318,2842291.91797406
1420,-3319708.40981341,5319233.20970313,2842187.88049855
1421,-3319811.03590163,5319224.947491,2842083.84162942
1422,-3319913.64479193,5319216.69272999,2841979.80136723
1423,-3320016.26769708,5319208.42593941,2841875.75971205
1424,-3320118.88901061,5319200.15685944,2841771.71666393
1425,-3320221.50935752,5319191.88539372,2841667.67167498
1426,-3320324.12748769,5319183.61173498,2841563.62584111
1427,-3320426.7429058,5319175.3358987,2841459.57971037
1428,-3320529.35785246,5319167.05766122,2841355.53109099
1429,-3320631.9712073,5319158.77713436,2841251.48107892
1430,-3320734.58292703,5319150.49434511,2841147.42967421
1431,-3320837.19309809,5319142.20923949,2841043.37687692
1432,-3320939.78611426,5319133.93156101,2840939.32268709
1433,-3321042.39372634,5319125.64178043,2840835.26655678
1434,-3321144.99903494,5319117.34986093,2840731.20958202
1435,-3321247.60288114,5319109.05557106,2840627.15121488
1436,-3321350.20509198,5319100.75901879,2840523.09145541
1437,-3321452.80459053,5319092.46028892,2840419.03140025
1438,-3321555.403617,5319084.15915791,2840314.96885628
1439,-3321658.0010512,5319075.8557375,2840210.90492014
1440,-3321760.5968931,5319067.55002771,2840106.83959186
1441,-3321863.19172432,5319059.24195894,2840002.77232345
1442,-3321965.76877557,5319050.94141688,2839898.70421106
1443,-3322068.35988354,5319042.62881221,2839794.6347067
1444,-3322170.94935581,5319034.31394514,2839690.56381042
1445,-3322273.53723555,5319025.99678868,2839586.49152226
1446,-3322376.1234795,5319017.67736983,2839482.41784228
1447,-3322478.70705409,5319009.35574691,2839378.34386673
1448,-3322581.29015603,5319001.0317223,2839274.26740327
1449,-3322683.87166532,5318992.70540798,2839170.18954868
1450,-3322786.45158183,5318984.37680457,2839066.11030193
1451,-3322889.01429987,5318976.055661,2838962.02966362
1452,-3322991.59107403,5318967.72245209,2838857.94763379
1453,-3323094.16621209,5318959.38698079,2838753.8642125
1454,-3323196.73975725,5318951.0492201,2838649.77939979
1455,-3323299.31170949,5318942.70916969,2838545.69319625
1456,-3323401.88206869,5318934.3668302,2838441.60560086
1457,-3323504.45029655,5318926.02224409,2838337.51716239
1458,-3323607.01746964,5318917.6753258,2838233.42678454
1459,-3323709.58300637,5318909.32614513,2838129.33501553
1460,-3323812.14699316,5318900.97464804,2838025.24185541
1461,-3323914.69382453,5318892.63058678,2837921.14730424
1462,-3324017.25466811,5318884.27448417,2837817.05136206
1463,-3324119.81383192,5318875.91614619,2837712.95402892
1464,-3324222.37144562,5318867.55549178,2837608.85530488
1465,-3324324.92804739,5318859.19247808,2837504.75464175
1466,-3324427.48247427,5318850.82724485,2837400.65313605
1467,-3324530.03476946,5318842.45976512,2837296.55078784
1468,-3324632.58542793,5318834.09002303,2837192.44704894
1469,-3324735.13511751,5318825.71789458,2837088.34137115
1470,-3324837.68312703,5318817.34353077,2836984.23430276
1471,-3324940.21398097,5318808.97660548,2836880.12584436
1472,-3325042.75888963,5318800.5976091,2836776.01599492
1473,-3325145.30274272,5318792.21628034,2836671.90420675
1474,-3325247.84442064,5318783.83273215,2836567.79157647
1475,-3325350.38446151,5318775.44692158,2836463.67755584
1476,-3325452.92237038,5318767.05886461,2836359.56269324
1477,-3325555.45930995,5318758.66842118,2836255.44589209
1478,-3325657.99403099,5318750.27578542,2836151.32824907
1479,-3325760.52778263,5318741.88076317,2836047.2086676
1480,-3325863.05985377,5318733.48350555,2835943.08769604
1481,-3325965.57535044,5318725.09361966,2835838.96478609
1482,-3326068.10431985,5318716.69172944,2835734.84103449
1483,-3326170.63107061,5318708.28764667,2835630.71644187
1484,-3326273.15680843,5318699.88120466,2835526.58991046
1485,-3326375.68095201,5318691.47247324,2835422.46198922
1486,-3326478.20292001,5318683.06152257,2835318.33322658
1487,-3326580.72387495,5318674.64821232,2835214.20252584
1488,-3326683.24265426,5318666.23268285,2835110.07098381
1489,-3326785.76104492,5318657.81469622,2835005.93695589
1490,-3326888.26161188,5318649.40427868,2834901.80208625
1491,-3326990.77614583,5318640.9818381,2834797.66582709
1492,-3327093.2891717,5318632.557054,2834693.52817845
1493,-3327195.80055973,5318624.13000754,2834589.38914039
1494,-3327298.31035313,5318615.70067164,2834485.24871295
1495,-3327400.81859507,5318607.26901927,2834381.10689619
1496,-3327503.32457463,5318598.83520187,2834276.96423862
1497,-3327605.83020826,5318590.39890036,2834172.8190949
1498,-3327708.33304149,5318581.96047708,2834068.67365895
1499,-3327810.83490426,5318573.51966703,2833964.52628542
1500,-3327913.31948121,5318565.08638562,2833860.37752281
1501,-3328015.81811095,5318556.64102405,2833756.22737119
1502,-3328118.31518892,5318548.19334601,2833652.0758306
1503,-3328220.81058541,5318539.74343264,2833547.9229011
1504,-3328323.30443005,5318531.29120279,2833443.76858273
1505,-3328425.79730396,5318522.83658574,2833339.61232756
1506,-3328528.28733398,5318514.3798745,2833235.45578014
1507,-3328630.77643637,5318505.9207493,2833131.29729549
1508,-3328733.26390029,5318497.45936173,2833027.13742218
1509,-3328835.74923106,5318488.99572814,2832922.97670881
1510,-3328938.21790014,5318480.53952869,2832818.81405833
1511,-3329040.70053487,5318472.07130019,2832714.65001935
1512,-3329143.18224169,5318463.60065764,2832610.48404334
1513,-3329245.66172876,5318455.1278232,2832506.31722749
1514,-3329348.13962031,5318446.65269932,2832402.14902329
1515,-3329450.61595955,5318438.17525896,2832297.97943078
1516,-3329553.09003572,5318429.69565383,2832193.80899863
1517,-3329655.56314051,5318421.21366166,2832089.63662969
1518,-3329758.03406866,5318412.72945032,2831985.46342174
1519,-3329860.50344428,5318404.24292282,2831881.28882518
1520,-3329962.95615795,5318395.76383235,2831777.11229195
1521,-3330065.42341757,5318387.27263919,2831672.93382208
1522,-3330167.8885868,5318378.77917308,2831568.75451289
1523,-3330270.35211694,5318370.28344428,2831464.57381635
1524,-3330372.81409433,5318361.78539928,2831360.39173144
1525,-3330475.27443252,5318353.28509191,2831256.20825872
1526,-3330577.73259375,5318344.78256578,2831152.02394695
1527,-3330680.18973985,5318336.27767953,2831047.83769881
1528,-3330782.64524663,5318327.77053092,2830943.65006304
1529,-3330885.08363994,5318319.27081141,2830839.46103967
1530,-3330987.53604083,5318310.75903006,2830735.27062877
1531,-3331089.98680226,5318302.24498634,2830631.07883038
1532,-3331192.43592418,5318293.72868025,2830526.88564456
